,Treatment,true_ite,predicted_ite,diff_ite,yf_true,ycf_true,yf_hat,y_cf_hat,diff_yf
145,0,4.580964064,4.0,0.5809640884399414,0.33812119,5.687199228,2.0,6.0,1.6618788242340088
146,0,4.662679477999999,4.0,0.6626796722412109,1.881217801,5.552683647,2.0,6.0,0.1187821626663208
147,0,3.9604059870000006,3.0,0.9604060649871826,3.105479392,7.956480063,3.0,6.0,0.10547947883605957
148,1,4.5694539690000004,4.0,0.5694541931152344,7.89358577,2.532835601,6.0,2.0,1.8935856819152832
149,0,4.5694539690000004,4.0,0.5694541931152344,1.765129568,6.188119759,2.0,6.0,0.23487043380737305
150,0,4.176489471,3.0,1.1764893531799316,2.839737786,6.511126606,3.0,6.0,0.1602621078491211
151,0,3.729448049999999,3.0,0.7294480800628662,2.173077073,6.610632259,3.0,6.0,0.8269228935241699
152,1,3.7130574829999996,3.0,0.7130575180053711,6.857319052,2.743202632,6.0,3.0,0.8573188781738281
153,1,4.225847042,4.0,0.2258472442626953,4.884405191,2.035831332,6.0,2.0,1.1155948638916016
154,0,3.1766992310000006,3.0,0.17669916152954102,3.648291857,7.310893813,3.0,6.0,0.648291826248169
155,0,4.668718799,4.0,0.6687188148498535,-0.260075906,7.995685862999999,2.0,6.0,2.260075807571411
156,0,2.522164071999999,2.0,0.5221641063690186,6.889569244,6.85129246,4.0,6.0,2.8895692825317383
157,0,4.531704663999999,4.0,0.5317044258117676,0.129383572,3.210085191,2.0,6.0,1.8706164360046387
158,0,4.657928181,4.0,0.6579279899597168,0.629035882,6.925899945,2.0,6.0,1.3709640502929688
159,0,4.084429437,4.0,0.08442926406860352,2.0312118569999997,6.461688467,2.0,6.0,0.03121185302734375
160,0,4.482852222,4.0,0.4828524589538574,2.358915575,7.385491903999999,2.0,6.0,0.3589155673980713
161,0,4.371260048,4.0,0.3712601661682129,2.312626791,5.098190159,2.0,6.0,0.31262683868408203
162,0,3.9604059870000006,3.0,0.9604060649871826,0.8796460909999999,5.697233002999999,3.0,6.0,2.120353937149048
163,1,4.298392293,4.0,0.29839229583740234,7.417732895,3.308213914,6.0,2.0,1.4177327156066895
164,0,4.5510809089999995,4.0,0.5510807037353516,3.5501178660000003,5.05241629,2.0,6.0,1.5501179695129395
165,1,4.600537199,4.0,0.6005373001098633,6.296402252000001,0.24761869399999997,6.0,2.0,0.2964024543762207
166,0,4.611431452,4.0,0.6114315986633301,0.260138702,4.944882101,2.0,6.0,1.739861249923706
167,0,4.580964064,4.0,0.5809640884399414,2.300186474,7.296958477,2.0,6.0,0.3001863956451416
168,0,4.249175751999999,4.0,0.2491755485534668,-0.044151152,6.4700152,2.0,6.0,2.0441510677337646
169,0,3.5739219520000005,3.0,0.5739219188690186,2.9816832360000003,6.45230455,3.0,6.0,0.01831674575805664
170,0,4.595913222,4.0,0.5959134101867676,1.149126733,7.517172187999999,2.0,6.0,0.8508732318878174
171,0,2.8513222789999997,2.0,0.8513221740722656,5.548916137000001,6.750278268,4.0,6.0,1.5489163398742676
172,0,3.9834325490000007,3.0,0.9834325313568115,3.546916755,6.55404893,3.0,6.0,0.5469167232513428
173,0,4.634210793,4.0,0.6342105865478516,0.392984471,5.288076115,2.0,6.0,1.6070154905319214
174,0,4.425051312,4.0,0.425051212310791,1.5746652190000001,6.605022905,2.0,6.0,0.4253348112106323
175,1,4.651689334,4.0,0.6516895294189453,5.484478584,0.467886529,6.0,2.0,0.5155215263366699
176,0,4.6134770309999995,4.0,0.6134772300720215,2.473165969,7.447736827999999,2.0,6.0,0.47316598892211914
177,0,4.530918343,4.0,0.5309181213378906,1.737341796,7.923724291,2.0,6.0,0.2626582384109497
178,0,3.8491817050000003,3.0,0.8491816520690918,2.732224865,8.252929907999999,3.0,6.0,0.2677750587463379
179,1,4.625381649,4.0,0.6253814697265625,6.075302217000001,0.961470422,6.0,2.0,0.0753021240234375
180,0,4.292289272,4.0,0.29228925704956055,1.9896634519999998,7.470623578,2.0,6.0,0.010336518287658691
181,1,-1.0097254270000002,1.0,2.009725570678711,8.204986762999999,9.538549818,6.0,5.0,2.204986572265625
182,1,4.598245982000001,4.0,0.5982460975646973,4.03578734,1.290493853,6.0,2.0,1.9642128944396973
183,0,4.662679477999999,4.0,0.6626796722412109,2.2203857719999998,6.164386791,2.0,6.0,0.22038578987121582
184,0,3.9604059870000006,3.0,0.9604060649871826,3.597912233,6.016179554,3.0,6.0,0.5979123115539551
185,0,4.0382360639999995,3.0,1.038236141204834,1.267666902,5.184312515,3.0,6.0,1.7323330640792847
186,0,4.666354814000001,4.0,0.6663546562194824,1.455361161,6.316084388999999,2.0,6.0,0.5446388721466064
187,0,3.6698162859999996,3.0,0.669816255569458,2.610828931,5.836609172,3.0,6.0,0.38917112350463867
188,0,4.506945974,4.0,0.5069460868835449,1.105803657,7.559032687999999,2.0,6.0,0.8941963911056519
189,0,2.6057937740000003,2.0,0.6057937145233154,4.1972639130000005,7.50961392,4.0,6.0,0.1972637176513672
190,0,4.3294830929999994,4.0,0.3294830322265625,2.7830991010000004,4.37637278,2.0,6.0,0.7830991744995117
191,0,4.176489471,3.0,1.1764893531799316,3.215325988,6.780808816,3.0,6.0,0.21532607078552246
192,0,4.3352045839999995,4.0,0.3352046012878418,0.613923904,6.036210892000001,2.0,6.0,1.3860760927200317
193,0,4.169193506999999,3.0,1.1691937446594238,0.876357708,5.184113348,3.0,6.0,2.1236422061920166
194,0,4.449046187,4.0,0.44904613494873047,3.06370113,6.632418125,2.0,6.0,1.0637011528015137
195,0,4.524897793,4.0,0.524897575378418,-0.06684151299999999,4.6236210269999996,2.0,6.0,2.0668416023254395
196,1,4.2210651,4.0,0.22106504440307617,6.417114586,1.820102696,6.0,2.0,0.4171147346496582
197,0,4.076286253999999,4.0,0.07628631591796875,2.2615523680000003,7.288189748,2.0,6.0,0.2615523338317871
198,0,4.600537199,4.0,0.6005373001098633,2.70089413,6.79496918,2.0,6.0,0.7008941173553467
199,0,2.9632562380000005,2.0,0.9632561206817627,3.0057926289999997,4.37219555,4.0,6.0,0.9942073822021484
200,1,3.8592673150000003,3.0,0.8592672348022461,6.120321013,2.273142027,6.0,3.0,0.12032079696655273
201,1,4.4045164990000005,4.0,0.40451669692993164,7.6301861539999996,2.4824421969999997,6.0,2.0,1.6301860809326172
202,0,4.509761449000001,4.0,0.5097613334655762,2.181099574,7.226012167,2.0,6.0,0.18109965324401855
203,0,4.644387218999999,4.0,0.6443872451782227,1.3662056919999999,5.697239363,2.0,6.0,0.6337943077087402
204,1,3.5955422859999997,3.0,0.5955421924591064,7.24799675,5.006365064,6.0,3.0,1.2479968070983887
205,1,4.176489471,3.0,1.1764893531799316,7.342640577,1.71316262,6.0,3.0,1.3426403999328613
206,0,4.450078967,4.0,0.45007896423339844,1.930986954,5.646035138999999,2.0,6.0,0.06901299953460693
207,0,4.509761449000001,4.0,0.5097613334655762,1.235664868,8.094804053999999,2.0,6.0,0.7643351554870605
208,0,4.023076235,3.0,1.023076057434082,3.4425000939999997,5.981576198,3.0,6.0,0.44250011444091797
209,1,3.6437281949999996,3.0,0.6437282562255859,6.423668299,3.2958231430000002,6.0,3.0,0.42366838455200195
210,0,4.635409286,4.0,0.6354093551635742,1.411111218,7.505548543,2.0,6.0,0.5888887643814087
211,1,4.531704663999999,4.0,0.5317044258117676,5.977711981000001,0.6241319439999999,6.0,2.0,0.022287845611572266
212,0,4.583551947,3.0,1.5835518836975098,2.9606600469999997,7.111208572000001,2.0,5.0,0.9606599807739258
213,0,4.399550265,4.0,0.3995504379272461,1.618735544,6.269601309,2.0,6.0,0.38126444816589355
214,1,3.331654208,3.0,0.33165431022644043,9.314614519,3.907360025,6.0,3.0,3.3146142959594727
215,0,0.3966209239999996,1.0,0.6033790707588196,7.155599037999999,7.875369697000001,5.0,6.0,2.1555991172790527
216,0,4.6134770309999995,4.0,0.6134772300720215,0.858432138,6.363141217000001,2.0,6.0,1.1415679454803467
217,1,4.3352045839999995,4.0,0.3352046012878418,6.137814677000001,3.0525983830000003,6.0,2.0,0.13781452178955078
218,0,4.600537199,4.0,0.6005373001098633,2.011223722,7.41732078,2.0,6.0,0.011223793029785156
219,0,4.298392293,4.0,0.29839229583740234,1.002248387,6.964931868,2.0,6.0,0.9977515935897827
220,0,4.5694539690000004,4.0,0.5694541931152344,0.303088418,4.736109516,2.0,6.0,1.6969115734100342
221,1,4.611913533,4.0,0.6119136810302734,4.444956002,0.071371948,6.0,2.0,1.555044174194336
222,0,4.482852222,4.0,0.4828524589538574,1.8883570980000002,6.372947179,2.0,6.0,0.11164295673370361
223,0,3.142226955,2.0,1.1422269344329834,2.7292085489999995,9.494496691,4.0,6.0,1.2707915306091309
224,1,4.457783610000001,4.0,0.45778369903564453,6.085709197000001,1.2686917070000001,6.0,2.0,0.0857090950012207
225,1,0.5711411369999997,1.0,0.4288588762283325,7.176296186,7.281399842000001,6.0,5.0,1.1762962341308594
226,0,4.206808953,4.0,0.20680904388427734,3.252402128,5.5231345670000005,2.0,6.0,1.2524020671844482
227,1,4.58550545,4.0,0.585505485534668,6.172307322000001,1.379697253,6.0,2.0,0.17230749130249023
228,0,4.667194016,4.0,0.6671938896179199,3.1442374060000002,5.891747313,2.0,6.0,1.1442375183105469
229,0,4.600537199,4.0,0.6005373001098633,3.9742790439999998,7.222972327000001,2.0,6.0,1.9742789268493652
230,0,4.078197586,3.0,1.0781974792480469,2.936527082,3.616210557,3.0,6.0,0.06347298622131348
231,1,4.600537199,4.0,0.6005373001098633,6.126424151,0.5911178429999999,6.0,2.0,0.12642431259155273
232,0,3.6643909179999996,3.0,0.6643908023834229,2.7624022439999996,7.510933569,3.0,6.0,0.23759770393371582
233,0,4.644077544,4.0,0.6440777778625488,0.43495591200000006,6.243417753999999,2.0,6.0,1.5650440454483032
234,0,3.8592673150000003,3.0,0.8592672348022461,1.470431159,6.951754499,3.0,6.0,1.5295687913894653
235,1,3.1766992310000006,3.0,0.17669916152954102,8.025305685,5.05809156,6.0,3.0,2.02530574798584
236,0,4.600537199,4.0,0.6005373001098633,1.9286608930000002,4.580375943,2.0,6.0,0.07133913040161133
237,0,4.293722399,3.0,1.2937226295471191,3.271907407,7.828267342,3.0,6.0,0.27190732955932617
238,0,2.7470716239999993,2.0,0.7470717430114746,3.372611362,7.185988109,4.0,6.0,0.6273887157440186
239,0,4.6235829299999995,4.0,0.6235828399658203,1.7557116380000002,4.949429019,2.0,6.0,0.24428832530975342
240,0,3.589844066,3.0,0.5898439884185791,1.299076404,5.543542325,3.0,6.0,1.7009235620498657
241,0,4.486832726,4.0,0.4868326187133789,1.3179206890000001,5.463671865,2.0,6.0,0.6820793151855469
242,0,1.1268004139999999,1.0,0.12680041790008545,7.172651826,8.203378632,5.0,6.0,2.172651767730713
243,0,4.479768538,4.0,0.4797687530517578,1.490963935,6.969366078999999,2.0,6.0,0.5090360641479492
244,0,3.8569156420000006,3.0,0.8569157123565674,3.3736792789999996,6.847009402,3.0,6.0,0.37367916107177734
245,0,2.8283215350000006,2.0,0.8283214569091797,5.403642144,6.681973315,4.0,6.0,1.403642177581787
246,0,2.732963787000001,2.0,0.7329638004302979,5.030282382,7.433148868,4.0,6.0,1.0302824974060059
247,0,3.658194854,3.0,0.6581947803497314,2.4941756369999997,7.50820426,3.0,6.0,0.5058243274688721
248,1,4.5510809089999995,4.0,0.5510807037353516,5.935735702000001,1.5171133140000002,6.0,2.0,0.06426429748535156
249,0,4.4321945629999995,4.0,0.43219470977783203,2.5723633759999998,7.524447541,2.0,6.0,0.5723633766174316
250,0,4.182032642999999,4.0,0.18203258514404297,1.82637802,7.397314776,2.0,6.0,0.1736220121383667
251,0,3.775936010000001,3.0,0.7759361267089844,4.233854315,6.2537172729999995,3.0,6.0,1.2338542938232422
252,0,4.625381649,4.0,0.6253814697265625,1.568001508,3.4710105110000002,2.0,6.0,0.43199849128723145
