,Treatment,true_ite,predicted_ite,diff_ite,yf_true,ycf_true,yf_hat,y_cf_hat,diff_yf
29,0,4.395707822,4.0,0.3957076072692871,1.497620551,5.093325823,2.0,6.0,0.5023794174194336
30,0,4.611913533,3.0,1.6119136810302734,1.3027136529999999,4.339626163999999,2.0,5.0,0.6972863674163818
31,1,4.303025907,4.0,0.3030257225036621,7.860724087,1.659699365,6.0,2.0,1.8607239723205566
32,0,4.624964379000001,4.0,0.6249642372131348,0.7829292240000001,5.391592283,2.0,6.0,1.2170708179473877
33,0,3.8003599839999995,3.0,0.8003599643707275,2.423222618,7.49370975,3.0,6.0,0.576777458190918
34,0,0.352652934,0.0,0.3526529371738434,8.324520359,9.208251484,6.0,6.0,2.3245201110839844
35,0,4.644387218999999,4.0,0.6443872451782227,3.1547358169999997,6.396776762999999,2.0,6.0,1.154735803604126
36,0,3.5077551999999996,3.0,0.5077552795410156,2.560395162,8.523347301,3.0,6.0,0.4396047592163086
37,0,-0.7086757610000003,1.0,1.708675742149353,9.280047298,7.624708393,5.0,6.0,4.280047416687012
38,0,4.6235829299999995,4.0,0.6235828399658203,1.7180347180000002,6.139983513,2.0,6.0,0.2819652557373047
39,0,4.129680057,3.0,1.1296801567077637,0.507669102,8.058763073,3.0,6.0,2.492331027984619
40,0,4.651689334,4.0,0.6516895294189453,0.676259583,7.086802572000001,2.0,6.0,1.3237404823303223
41,0,4.667194016,4.0,0.6671938896179199,2.097135771,6.547622829,2.0,6.0,0.09713578224182129
42,1,2.111104031,2.0,0.11110401153564453,7.340269144,5.316462092,6.0,4.0,1.3402690887451172
43,0,4.484976841,4.0,0.48497676849365234,1.97405088,6.407755747,2.0,6.0,0.02594912052154541
44,1,4.182032642999999,4.0,0.18203258514404297,5.59992696,0.604496343,6.0,2.0,0.4000730514526367
45,1,4.531704663999999,4.0,0.5317044258117676,7.331501713,1.520137225,6.0,2.0,1.3315014839172363
46,0,3.7947450239999996,3.0,0.7947449684143066,1.589367124,6.646850571,3.0,6.0,1.410632848739624
47,0,4.611431452,4.0,0.6114315986633301,1.30824353,6.66707953,2.0,6.0,0.6917564868927002
48,0,4.428638845999999,4.0,0.42863893508911133,2.336578387,6.04703381,2.0,6.0,0.336578369140625
49,0,4.5694539690000004,4.0,0.5694541931152344,1.44741284,8.495191201,2.0,6.0,0.5525871515274048
50,0,4.611431452,4.0,0.6114315986633301,1.4696244109999999,5.073336678,2.0,6.0,0.530375599861145
51,0,4.219022771000001,3.0,1.2190227508544922,2.1280568769999997,3.945894498,3.0,6.0,0.8719432353973389
52,1,4.400716933999999,4.0,0.40071678161621094,5.309168324,2.106966265,6.0,2.0,0.6908316612243652
53,0,4.082008257,3.0,1.0820083618164062,2.92079021,5.27965125,3.0,6.0,0.07920980453491211
54,0,4.506945974,4.0,0.5069460868835449,3.142097515,6.380900732000001,2.0,6.0,1.1420974731445312
55,0,2.8554440989999996,2.0,0.8554441928863525,4.505699769,7.168866565,4.0,6.0,0.505699634552002
56,0,4.643049433000001,4.0,0.6430492401123047,0.7516341999999999,6.106585125,2.0,6.0,1.248365879058838
57,0,4.459068640000001,4.0,0.45906877517700195,1.369453144,7.572931114,2.0,6.0,0.6305468082427979
58,0,4.225847042,4.0,0.2258472442626953,2.71243386,6.865655456,2.0,6.0,0.7124338150024414
59,0,4.373736232,4.0,0.3737363815307617,2.9073355289999996,4.733033027,2.0,6.0,0.9073355197906494
60,0,4.547981626,4.0,0.5479817390441895,1.4432530680000002,5.432690313999999,2.0,6.0,0.5567469596862793
61,1,3.589844066,3.0,0.5898439884185791,6.956115055,2.38855476,6.0,3.0,0.9561152458190918
62,0,4.182032642999999,3.0,1.182032585144043,1.758920569,5.6175926270000005,3.0,6.0,1.2410794496536255
63,0,3.729448049999999,3.0,0.7294480800628662,3.8788345580000003,6.482705827,3.0,6.0,0.8788344860076904
64,0,3.3565065290000002,3.0,0.3565065860748291,2.8179543380000003,7.449449467999999,3.0,6.0,0.18204569816589355
65,0,4.657928181,4.0,0.6579279899597168,1.180110568,6.669894555,2.0,6.0,0.8198894262313843
66,0,4.4045164990000005,4.0,0.40451669692993164,1.51786845,6.715587652000001,2.0,6.0,0.48213160037994385
67,0,4.668718799,4.0,0.6687188148498535,2.70835092,5.388136835,2.0,6.0,0.7083508968353271
68,0,4.067538639,3.0,1.0675387382507324,2.955572985,6.238281089,3.0,6.0,0.044426918029785156
69,0,4.082008257,3.0,1.0820083618164062,2.876607997,6.959341101000001,3.0,6.0,0.12339210510253906
70,0,1.009987015,1.0,0.0099869966506958,6.208154812999999,10.17100383,5.0,6.0,1.2081546783447266
71,0,4.662679477999999,4.0,0.6626796722412109,1.817968307,5.723428462999999,2.0,6.0,0.1820317506790161
72,1,4.662679477999999,4.0,0.6626796722412109,5.033105234,-0.032391123,6.0,2.0,0.9668946266174316
73,0,3.154111894,3.0,0.1541118621826172,3.323798842,6.868503157999999,3.0,6.0,0.32379889488220215
74,0,4.485906163999999,4.0,0.48590612411499023,1.877367196,5.424208722,2.0,6.0,0.12263286113739014
75,0,3.169526404,2.0,1.1695263385772705,1.8607074540000001,6.758073052,4.0,6.0,2.1392927169799805
76,0,4.332535390999999,4.0,0.3325352668762207,1.6233051980000002,5.705247982,2.0,6.0,0.37669479846954346
77,0,4.080104918,3.0,1.0801048278808594,2.8321232060000003,5.054418698,3.0,6.0,0.1678767204284668
78,0,3.7379264310000004,3.0,0.7379264831542969,1.273710221,5.811834355,3.0,6.0,1.7262897491455078
79,1,4.034243200000001,3.0,1.034243106842041,7.253382417,4.028155903,6.0,3.0,1.2533822059631348
80,0,4.3352045839999995,4.0,0.3352046012878418,2.542803181,7.757289274,2.0,6.0,0.5428032875061035
81,0,4.524897793,3.0,1.524897575378418,3.117967835,6.102727776,2.0,5.0,1.1179678440093994
82,0,4.650566704999999,4.0,0.650566577911377,2.725062575,5.820414231,2.0,6.0,0.7250626087188721
83,0,4.429727893,4.0,0.42972803115844727,0.949848569,6.21073546,2.0,6.0,1.0501513481140137
84,0,4.434350329,4.0,0.43435049057006836,-0.043730237000000005,3.7209120089999996,2.0,6.0,2.0437302589416504
85,0,1.7826291879999996,2.0,0.217370867729187,4.045063006,6.5490728339999995,4.0,6.0,0.045063018798828125
86,0,4.373736232,4.0,0.3737363815307617,2.492872122,6.779199116,2.0,6.0,0.4928722381591797
87,0,3.5145721669999994,3.0,0.5145721435546875,2.8472159880000003,6.877322477000001,3.0,6.0,0.15278410911560059
88,0,4.545576258,3.0,1.5455760955810547,0.31234762,7.6415882029999995,2.0,5.0,1.687652349472046
89,0,4.5510809089999995,4.0,0.5510807037353516,2.996272705,6.633952219,2.0,6.0,0.9962728023529053
90,0,4.176489471,4.0,0.17648935317993164,2.282722024,6.173508426000001,2.0,6.0,0.28272199630737305
91,1,3.5205418890000004,3.0,0.5205419063568115,6.057241707,2.577537155,6.0,3.0,0.05724191665649414
92,0,3.2408957689999993,2.0,1.2408957481384277,4.308376312,6.530411072000001,4.0,6.0,0.3083763122558594
93,0,4.600537199,4.0,0.6005373001098633,1.667934767,5.701502458999999,2.0,6.0,0.332065224647522
94,0,2.7144347170000005,2.0,0.7144346237182617,4.677177137,7.194890104,4.0,6.0,0.6771769523620605
95,0,4.137341027,4.0,0.13734102249145508,2.723845667,5.615235325,2.0,6.0,0.7238457202911377
96,1,3.910955881,3.0,0.9109559059143066,6.023766372000001,2.951806481,6.0,3.0,0.023766517639160156
97,0,4.182032642999999,4.0,0.18203258514404297,2.580757142,7.896456297,2.0,6.0,0.5807571411132812
98,0,4.668718799,4.0,0.6687188148498535,2.227256744,5.813700504,2.0,6.0,0.22725677490234375
99,0,4.399550265,4.0,0.3995504379272461,2.039999995,5.357025661000001,2.0,6.0,0.039999961853027344
100,0,4.668718799,4.0,0.6687188148498535,-1.3910353659999999,6.375855937000001,2.0,6.0,3.391035318374634
101,1,2.111104031,2.0,0.11110401153564453,7.027020372000001,3.0125433060000004,6.0,4.0,1.0270204544067383
102,0,4.259157478,4.0,0.259157657623291,2.340849795,6.908482676,2.0,6.0,0.3408498764038086
103,0,3.9233671269999992,3.0,0.9233670234680176,1.906684331,8.328607017000001,3.0,6.0,1.0933157205581665
104,0,4.182032642999999,4.0,0.18203258514404297,3.135265885,7.176664822999999,2.0,6.0,1.135265827178955
105,0,4.644387218999999,4.0,0.6443872451782227,2.184494615,6.129614874,2.0,6.0,0.1844947338104248
106,0,2.3416613870000003,1.0,1.3416614532470703,6.932993956000001,6.905422692999999,5.0,6.0,1.9329938888549805
107,0,4.300200619,4.0,0.3002004623413086,0.371460478,7.7745259970000005,2.0,6.0,1.6285395622253418
108,0,3.95825355,3.0,0.9582536220550537,3.364810559,4.894853546,3.0,6.0,0.3648104667663574
109,0,4.6701246439999995,4.0,0.6701245307922363,0.9351997459999999,7.074604982,2.0,6.0,1.0648002624511719
110,1,4.566636519999999,4.0,0.5666365623474121,5.5134461329999995,1.148107746,6.0,2.0,0.4865536689758301
111,0,4.365924689,4.0,0.3659248352050781,1.8796357259999998,7.711458925,2.0,6.0,0.12036430835723877
112,0,4.486832726,4.0,0.4868326187133789,2.172267735,6.720727912999999,2.0,6.0,0.17226767539978027
113,0,4.482852222,4.0,0.4828524589538574,3.987803135,5.088698493,2.0,6.0,1.9878032207489014
114,0,2.4760189520000004,2.0,0.47601890563964844,4.518309266,6.91306411,4.0,6.0,0.5183091163635254
115,0,2.111104031,2.0,0.11110401153564453,6.7934360279999995,6.568814897,4.0,6.0,2.793436050415039
116,0,4.651689334,4.0,0.6516895294189453,1.133291641,6.5452216729999995,2.0,6.0,0.8667083978652954
117,0,3.9233671269999992,3.0,0.9233670234680176,2.621099819,6.25382443,3.0,6.0,0.37890028953552246
118,0,3.1494925530000004,3.0,0.14949250221252441,2.213303435,7.505039162999999,3.0,6.0,0.7866966724395752
119,0,1.7768069349999998,1.0,0.7768069505691528,5.585600505,7.23481984,5.0,6.0,0.5856003761291504
120,0,4.662679477999999,4.0,0.6626796722412109,1.884965559,6.987851182999999,2.0,6.0,0.11503446102142334
121,0,3.3283380059999996,3.0,0.3283379077911377,3.182114013,5.342470605,3.0,6.0,0.1821141242980957
122,0,4.459068640000001,4.0,0.45906877517700195,1.811734744,7.569970665,2.0,6.0,0.18826520442962646
123,0,4.4321945629999995,4.0,0.43219470977783203,1.570416883,6.180627771,2.0,6.0,0.4295830726623535
124,0,4.528324942,4.0,0.528325080871582,1.7087298,7.067742178,2.0,6.0,0.29127025604248047
125,0,4.123763358000001,3.0,1.1237635612487793,2.447230428,6.4642029370000005,3.0,6.0,0.552769660949707
126,0,3.0663697389999998,2.0,1.0663697719573975,4.091946288,6.06197592,4.0,6.0,0.09194612503051758
127,0,3.846810498,3.0,0.8468105792999268,2.3709654369999997,6.867284299,3.0,6.0,0.6290345191955566
128,0,4.364322131000001,4.0,0.3643221855163574,1.117741588,6.789240969,2.0,6.0,0.882258415222168
129,0,1.7884425119999996,1.0,0.7884424924850464,5.031780025,7.084701916,5.0,6.0,0.031780242919921875
130,0,2.9722029160000005,3.0,0.02779698371887207,5.027350273,8.408983848,3.0,6.0,2.027350425720215
131,1,3.5077551999999996,3.0,0.5077552795410156,5.956704516,2.5360550980000003,6.0,3.0,0.04329538345336914
132,0,0.7714608130000009,1.0,0.22853916883468628,6.7474655310000005,7.109092722000001,5.0,6.0,1.7474656105041504
133,0,4.668718799,4.0,0.6687188148498535,1.596212494,6.540225903,2.0,6.0,0.4037874937057495
134,0,4.304433498,4.0,0.30443334579467773,2.771920052,7.157538444,2.0,6.0,0.7719199657440186
135,1,4.482852222,4.0,0.4828524589538574,5.158354281,2.482215021,6.0,2.0,0.8416457176208496
136,0,4.6134770309999995,4.0,0.6134772300720215,1.34627528,6.927687604,2.0,6.0,0.6537246704101562
137,0,4.486832726,4.0,0.4868326187133789,0.863602977,5.297785124,2.0,6.0,1.1363970041275024
138,0,3.9182960209999997,3.0,0.9182960987091064,3.0437751360000003,6.555680569,3.0,6.0,0.043775081634521484
139,1,4.662679477999999,4.0,0.6626796722412109,7.513419455,1.111920156,6.0,2.0,1.5134196281433105
140,0,4.666354814000001,4.0,0.6663546562194824,2.519957696,4.868596636,2.0,6.0,0.5199577808380127
141,0,3.266928191,3.0,0.26692819595336914,2.87485093,6.264057155,3.0,6.0,0.12514901161193848
142,0,4.391832374999999,4.0,0.3918323516845703,2.801940231,5.165661119,2.0,6.0,0.8019402027130127
143,0,4.429727893,4.0,0.42972803115844727,2.139749471,6.982075697999999,2.0,6.0,0.13974952697753906
144,0,4.453441214,4.0,0.45344114303588867,-0.16839529,5.631014156,2.0,6.0,2.1683952808380127
145,0,4.547981626,4.0,0.5479817390441895,0.930412892,5.627523687999999,2.0,6.0,1.0695871114730835
146,0,4.295544867,4.0,0.2955451011657715,0.9060732709999999,6.340128462999999,2.0,6.0,1.0939266681671143
147,1,3.9013030779999993,3.0,0.9013030529022217,6.917381024,2.813835881,6.0,3.0,0.9173808097839355
148,0,4.566636519999999,4.0,0.5666365623474121,1.435092413,7.082741668,2.0,6.0,0.5649075508117676
149,1,4.373736232,4.0,0.3737363815307617,6.228316685,1.325606771,6.0,2.0,0.2283167839050293
